LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
CA,California,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.35,$,Dollars,"(37.638640123, -120.999999538)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
CO,Colorado,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),40.6,,Pack,"(38.843840757, -106.133610921)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
WI,Wisconsin,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),84.4,,Pack,"(44.393191174, -89.816370742)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
NV,Nevada,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.18,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
TX,Texas,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,52.4,%,Percentage,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NV,Nevada,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.81,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
AZ,Arizona,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),80.3,,Pack,"(34.86597028, -111.763811277)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
TN,Tennessee,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"79,593,436",$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
OR,Oregon,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,2.33,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MD,Maryland,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"271,026,450",$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
CA,California,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"261,029,000",$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
VT,Vermont,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.33,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
OR,Oregon,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.58,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
SC,South Carolina,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),125.5,,Pack,"(33.998821303, -81.045371207)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
UT,Utah,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"46,235,015",$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
TX,Texas,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,37.3,%,Percentage,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
RI,Rhode Island,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),146.8,,Pack,"(41.708280193, -71.522470314)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
MT,Montana,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.34,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MD,Maryland,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.36,$,Dollars,"(39.290580964, -76.609260111)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
TN,Tennessee,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.62,$,Dollars,"(35.68094058, -85.774490914)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NJ,New Jersey,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.196,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.1775,$,Dollars,"(34.748650124, -92.274490743)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
MI,Michigan,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),83.7,,Pack,"(44.661319543001, -84.71439027)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
DE,Delaware,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.22,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
RI,Rhode Island,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.21,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
VA,Virginia,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.3,$,Dollars,"(37.542680674, -78.457890463)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
KS,Kansas,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.24,$,Dollars,"(38.3477403, -98.200781227)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NC,North Carolina,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"40,192,892",$,Dollars,"(35.466220975, -79.159250463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
SD,South Dakota,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.39,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MI,Michigan,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.293,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,27.8,%,Percentage,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
IN,Indiana,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.535,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),88,,Pack,"(34.520880952, -106.240580985)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
NV,Nevada,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),102.4,,Pack,"(39.49324039, -117.071840564)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
WY,Wyoming,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,25.5,%,Percentage,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
CT,Connecticut,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.9,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MA,Massachusetts,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,2.51,$,Dollars,"(42.27687047, -72.082690675)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
CO,Colorado,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),112.4,,Pack,"(38.843840757, -106.133610921)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
SD,South Dakota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.23,$,Dollars,"(44.353130053, -100.373530637)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
CO,Colorado,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.59,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
PA,Pennsylvania,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,43.8,%,Percentage,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
ID,Idaho,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.28,$,Dollars,"(43.682630005, -114.363730042)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NJ,New Jersey,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,3.71,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
GA,Georgia,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.37,$,Dollars,"(32.839681093, -83.627580346)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
IN,Indiana,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.14,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
TX,Texas,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.841,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ID,Idaho,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),125,,Pack,"(43.682630005, -114.363730042)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
MS,Mississippi,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"19,844,033",$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
VA,Virginia,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,10.5,%,Percentage,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
WV,West Virginia,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"100,828,843",$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
RI,Rhode Island,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),79.5,,Pack,"(41.708280193, -71.522470314)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
WA,Washington,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,3.025,$,Dollars,"(47.522278629, -120.47001079)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
HI,Hawaii,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"62,609,477",$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
PA,Pennsylvania,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.613,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.89,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MA,Massachusetts,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.46,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
VA,Virginia,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.025,$,Dollars,"(37.542680674, -78.457890463)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
IA,Iowa,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"96,484,950",$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
MT,Montana,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),52.6,,Pack,"(47.066528972, -109.424420645)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
DE,Delaware,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.94,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
IL,Illinois,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.44,$,Dollars,"(40.485010283, -88.997710178)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
CT,Connecticut,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.506,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.27,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
HI,Hawaii,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.11,$,Dollars,"(21.304850435, -157.857749403)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
WA,Washington,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),101.4,,Pack,"(47.522278629, -120.47001079)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
ND,North Dakota,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.18,$,Dollars,"(47.475319779, -100.118421049)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
KY,Kentucky,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.463,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.8,$,Dollars,"(39.49324039, -117.071840564)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
MS,Mississippi,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.18,$,Dollars,"(32.745510099, -89.538030825)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
TN,Tennessee,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),106.3,,Pack,"(35.68094058, -85.774490914)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
NV,Nevada,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"11,648,000",$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
MI,Michigan,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"847,193,364",$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
SC,South Carolina,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,28.4,%,Percentage,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
IL,Illinois,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,36.6,%,Percentage,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
VA,Virginia,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"19,099,000",$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
AZ,Arizona,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,43.5,%,Percentage,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NV,Nevada,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"11,130,000",$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
ND,North Dakota,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"8,260,851",$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
PA,Pennsylvania,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.804,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.8,$,Dollars,"(43.655950113, -71.50036092)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
WA,Washington,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,52.3,%,Percentage,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
FL,Florida,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.29,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
NJ,New Jersey,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,2.7,$,Dollars,"(40.130570048, -74.273691288)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AR,Arkansas,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,2.16,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
NY,New York,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.23,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
GA,Georgia,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.38,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
CT,Connecticut,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),110.8,,Pack,"(41.56266102, -72.649840952)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
PA,Pennsylvania,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,22.3,%,Percentage,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AZ,Arizona,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),64.6,,Pack,"(34.86597028, -111.763811277)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
AR,Arkansas,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.2575,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
CA,California,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,30,%,Percentage,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AL,Alabama,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"163,948,123",$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
NY,New York,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.259,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,37.3,%,Percentage,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MA,Massachusetts,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),124.3,,Pack,"(42.27687047, -72.082690675)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
AK,Alaska,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,1,$,Dollars,"(64.845079957001, -147.722059036)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
ME,Maine,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),42.6,,Pack,"(45.254228894001, -68.985031336)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
AZ,Arizona,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.82,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MD,Maryland,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,34,%,Percentage,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MT,Montana,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),68,,Pack,"(47.066528972, -109.424420645)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
PA,Pennsylvania,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),114.2,,Pack,"(40.793730152, -77.860700294)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
DC,District of Columbia,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,38.9,%,Percentage,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MI,Michigan,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,2,$,Dollars,"(44.661319543001, -84.71439027)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
LA,Louisiana,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.481,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),62.9,,Pack,"(42.827001032, -75.543970427)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
CT,Connecticut,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.26,$,Dollars,"(41.56266102, -72.649840952)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NC,North Carolina,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"19,098,000",$,Dollars,"(35.466220975, -79.159250463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
AL,Alabama,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),117.1,,Pack,"(32.840571122, -86.631860762)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
SC,South Carolina,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.08,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
