"treat","text","prison"
1,"This person should serve at least 5 years in jail. Has prior offenses. Does not deserve a light sentence.","Yes"
0,"The person broke the law and deserves to be punished. They should be sent to jail so as to uphold the law.","Yes"
0,"I think the man should just be sent back to the country of his citizenship, where he came from. I don't think that he should be placed in jail because he was just seeking a better life for himself","No"
0,"They should investigate and find out why he entered the country. If he was only trying to start a life and take care of his family, he should be given the opportunity to do so. There should be routes for people, who are not causing harm, to work towards legal status.","Don‰Ûªt Know"
0,"I do not believe that entering a country should be a punishable offense, nor do I consider entering a country others don't want you to enter to be morally wrong.","No"
1,"I am not certain whether or not the U.S. government should send this person to prison. On one hand, his prior 2 prison sentences are very alarming and gives me pause. On the other hand, I am not sure what the ramifications are for someone illegally entering the country. And I am not sure if a person's previous sentences should at all affect this particular crime.","Don‰Ûªt Know"
1,"Yes, I believe this man should go to prison, because he is a prior violent offender. He was previously convicted and served time in prison, and was deported back to his country.  He should go to prison again, because he did not learn any lessons yet to reform his behavior to stop disobeying the law.","Yes"
1,"He should either be sent back home or to prison. He has committed violent crimes. Anyone else that we're a citizen would be in prison. If he wants to be in this country he has to follow the rules.","Yes"
1,"i think he should be deported. because he has a history plus he entered the us illegally .","Don‰Ûªt Know"
1,"I do not believe this man should be imprisoned.  I believe he should be deported again, since he had previously been convicted of a violent crime and deported.  I don't believe given these sorts of circumstances he should be allowed to remain unless he enters legally given his background.","No"
1,"I don't think the government doesn't even know what to do. How does he keep getting back into the country without the government knowing?  Somehow there has to be something in place that sets off maybe electronically that he is back in the country. Maybe have names stored in a system who have illegally come into the country and served crimes to be arrested and then sent back?","Yes"
0,"The man is really just an undocumented immigrant and hasn't really committed a crime that is punishable by prison. Perhaps the man should be detained and talked to in case he needs medical attention or counseling, is the victim of tyranny or qualifies for asylum in any way. If the man is an alleged criminal etc. than the possibility of extradition should be investigated, but only carried out if that is the best option and doesn't in fact violate any human rights. ","No"
0,"We should just send him back to his former country. It costs a lot of money to feed and house people in prison.","No"
1,"Prison would be the first step for this person, but ultimately deportation would be the answer. US taxes should not be spent to keep him in a US prison, so keeping him in prison should be less than one year.","Yes"
1,"the taxpayers would be paying for his stay in prison, so it's not a viable option. It would be better for him to be deported in my opinion.","No"
1,"In this case, he was in prison for a violent offense. I think in cases of violent offenses they should serve prison time and then be deported from the country","Yes"
0,"I feel this person should be sent back to his own country.  I do not know of any punishment that would improve the situation.  If we imprison him in this country, we would have to accommodate him and pay for his food and essentials.  I feel that would cost far more than the cost of deporting him back to his country.","No"
0," illegally entering the United States. Prior to this offense, he had never been imprisoned before. they show they are going this.","Yes"
0,"I don't believe he should be sent to prison because he didn't harm anyone or anything. I think he should just be deported back with a warning and held accountable for the next time he's caught.","No"
1,"I am concerned that this person has been deported in the past and has again entered the country illegally. He was previously convicted of a violent crime which warrants a deportation. Disobeying that order is similar to violating parole and so they should go back to prison.","Yes"
1,"I believe he should be sent to prison. Mostly due to his violent past and the U.S government should crack down on illegal immigrants committing crimes in our county. They should imprison him because if they deport him his past shows he will come back and commit more violent crimes.","Yes"
1,"This person should be deported back to his own country by the U.S. government. The taxpayers should not pay to house this person in a U.S. prison.","No"
0,"He has no criminal record that makes him dangerous to others. It seems like the best alternative is to set him on a path toward legal immigration - or at the most deport him (which I would not recommend).","No"
0,"If caught, this person should not receive jail time for a first offense. He should be sent back to the country he came from.","No"
1,"He comitted crimes that harmed people in the US.without entering legally. He should serve his time here and then be deported to his home country.","Yes"
0,"I don't personally believe that something immoral or worthy of punishment has been committed. I think prison would be a cruel and unusual punishment for this particular crime.","No"
1,"i do not think that illegally entering the country is an offense that deserves a prison sentence. even though he had a violent crime that he committed in the past, he did not commit a violent crime in this offense.","No"
1,"I think I would like more information before making that decision. Some more detail on his situation.","Don‰Ûªt Know"
1,"He should be sent to his home country for prosecution. No reason taxpayers should foot the bill when he is another Nation's problem.","No"
1,"U.S. government should enforce laws irrespective of who committed a crime. It especially true for repeated offenders.","Yes"
1,"Since he was convicted of entering the US Illegally he should serve jail time. Even if it is jail time in his country for coming to our country illegally","Yes"
0,"He hasn't really done much at all yet. Just send him back to wherever he came from. Simple and easy. Maybe give him some information as to how to enter legally also.","No"
1,"He should be deported back to his home country rather than the United States taxpayers pay for having him incarcerated. People against immigration are always saying they illegal immigrants get free services; well, this is one case where it would be true, prison isn't free.","No"
0,"",""
1,"I said yes because he had served two prison sentences. Especially, since one of the prison terms was for a violent crime. Since he was previously deported and the violent crime, he has no respect for our laws and our legal system. He will most likely be a recurrent offender.","Yes"
0,"The government should arrest him and send him back. He should be given information about how to enter to country legally.","Yes"
0,"He made a simple mistake. He has learned from his mistake. Make him aware of the crime and let him know that the second time he will be imprisoned","No"
0,"He is not violent or a threat to society, but simply immigrated illegally. The U.S. should either deport him and ensure he is safe where he will be or help to set him up to be a productive citizen.","No"
0,"His crime is entering the country illegally but he does not have any other offenses. American prisons are already overcrowded with people who do not deserve to be in prison. This man should be deported to his own country and advised to attempt to the country legally.","No"
1,"Since he is a repeat offender I think he needs to be punished pretty severely this time. His previous violent crime is very concerning as well. Since he been deported and returned illegally I think it would be better to send him to prison.","Yes"
1,"Coming here illegally isn't a jailable offense. I think he should be deported again. If he comes back and then commits a violent crime, he should be prosecuted for that.","No"
0,"I feel the man should not serve prison time as he has no prior convictions and wasn't harming anybody. He doesn't seem violent or a threat to society. What I would advise is that he is issued a warning and given the chance to begin proceedings to legally obtain residency. If punishment is given I would suggest some sort of fine and warning.","No"
1,"He should be sent to prison because he was convicted of a crime, and obviously deportation didn't keep him out of the US. Also, he is a violent criminal and should be incarcerated, not simply deported.","Yes"
1,"He not only came illegally to the United states, thereby skipping everyone who is trying to enter legally. Not to mention he has been deported before after he committed a crime and spent time in jail.  If he wanted to come to america do it legally and don't be a criminial. ","Yes"
0,"I think that he should not be put in jail/prision unless he is known to be a terrorist, ect that could bring harm to our country. If he is not known other than just a good citizen from another country he should be givent he chance to enter our country legally, if he should need the help to do it legally I think he should be given the help to do so, in the mean time he could be registered under """"temperary status"""" and his whereabouts monitored until he can become legal to be in this country.","No"
1,"he is a violent criminal that has prior offenses. And he knew what he was doing was wrong","Yes"
1,"He should be sent to prison because it is a federal offense to illegally enter this country. Additionally, he already has a prison record so he is a repeat, at risk offender. His nationality has nothing to do with this. It is simply the fact that he committed a felony, and is already a convicted felon","Yes"
0,"I don't believe that this person should be imprisoned. Instead, he should be warned to follow legal immigration procedures and deported to his country of origin. ","No"
1,"His past offenses were violent. He's unsafe and should be off the streets.","Yes"
1,"The offender has served his time for his previous crimes.  He should be deported back to his country for the illegal entry but not imprisoned.","No"
1,"The person must serve jail time for violation of the U.S. law. And he should be deported after serving for living in the U.S. illegally.","Yes"
1,"He is a habitual offender. He has twice entered illegally and has twice been imprisoned. He should be deported.","Yes"
1,"Due to man having a previous history with a violent crime, it is possible that he could commit another violent crime.  If he did not have any previous criminal history, then the U.S. government should consider his intentions in the United States and possibly consider his eligibility for VISA status.","Yes"
1,"If we are deporting him, we should let his country decide. We should definitly work with them, but since it's not our citizen, it's a not a unilateral decision on our part.","No"
1,"The U.S. government should send this man to prison due to his previous record as a criminal. They should not allow him leniency because of his status as an illegal immigrant.","Yes"
0,"An immigrant should not be sent to prison for illegally entering the United States if they have not done anything else illegal.  The government can deport these immigrants if they feel the need too but it is probably not worth it if the immigrant is acting as a respectable citizen.","No"
0,"I don't think he should be imprisoned for entering illegally; he should be deported back to his home country though. I just don't think the crime is serious enough to warrant a prison sentence.","No"
0,"Imprisonment is unnecessary as he is not a threat. If anything, he should be deported but that also depends on the situation. Most likely he is here illegally for a better life which in that case, he came out of desperation and should be able to go through the process of becoming legal.","No"
0,"He has been to prison twice before he is a danger to society","Yes"
0,"Why should we pay for prison. Deport him, it's cheaper.","No"
1,"The government should enforce a stricter punishment because it has been proven that this man is not only dangerous but he is a repeat offender. This person most likely has no respect for American laws and rules.","Yes"
0,"He tried to enter the country with no criminal record. Just because he is not a legal entrant does not mean he should get prison time.","No"
1,"He should simply be deported with a suspended sentence. If he returns illegally, he should serve the sentence.","No"
0,"person entered the country illegally and should be placed in jail and then quickly deported back to his country of origin. He is not a citizen of the US and does not have any rights of citizens in the US. He should then not be allowed to enter the US in the future unless receiving prior authorization from the government.","Yes"
0,"He should be sent back to his home country, any illegally obtained U.S. property seized, and he should cautioned that if it happens again he will have to serve a significant period of time in prison.","No"
0,"I think they should because it would sent a message to others trying to enter the U.S illegal. I also think they should make the prison sentence very short and after that just send him back to his country.","Yes"
0,"We should just send him back. He broke the immigration law but the penalty for that should be removal from the country, not jail time. Because we would probably just send them back after they were in jail, so why spend the tax dollars and fill our jails up more?","No"
0,"I don't think he deserves prison time for entering the U.S. illegally. I do think he should be sent back to his country though.  There is no need to clog up our already full prisons with an illegal immigrant.","No"
0,"I don't believe that someone trying to get into the country looking for opportunity should be punished especially if they have no criminal history. I believe they should be fined and be given information about a path to legal citizenship.","No"
1,"This person should be deported immediately. They are a violent criminal and are not contributing to society in a positive way.","Yes"
0,"I think that there are many good reasons people enter our country illegally and each case needs to be reviewed independently.  If he has no previous record, I dont' think he should automatically be imprisoned","Don‰Ûªt Know"
0,"He broke the law, it doesn't matter why he entered the county illegally, he still broke the law. We don't what his intentions for entering illegally are, they could have been negative.","Yes"
0,"Since the young man has no prior offenses and had never been imprisoned before, I think that he should be deported and encouraged to enter the U.S. legally. He should also be given a warning that if he tries to re-enter the U.S. illegally again, he will face imprisonment.","No"
1,"They have proven themselves incapable of following the law.  They should be deported once again.","Yes"
1,"crossing the border isnt a violent crime. send him back to his country. we dont need him here","No"
0,"Since he is not a citizen of the United States he should not be placed in the prison system. The man should be deported back to his own country, with no chance of return with a visa etc.","No"
1,"I don't think illegally entering a country should merit prison time (unless you are an egregious offender, I suppose). His past criminal history is somewhat troubling, but at a glance does not seem serious enough to hold against him for this more recent transgression.","No"
0,"Check to see if he is a political refugee. If he is, he can stay. If not, mug shots, prints, facial recognition and a warning that if he comes back he will be chipped.If he remove s the chip and comes back, he gets a tattoo right across his forehead. If he comes back after that, it's jail time in the arctic.","No"
0,"this person should be deported immediately.  he is here illegally therefore he must leave.","Yes"
1,"Anyone breaking the law should serve their sentence.  However, those who knowingly committed crimes in the US and are illegal from from other countries, should be deported.  If they continue to come here illegally, lock them up.","Yes"
1,"First the offender entered the United States illegally which is a crime. He had already served prison time for a violent crime and was deported. He then came back illegally again. He obviously didn't learn his lesson and needs to serve a longer sentence.","Yes"
0,"If he goes to prison, then he is more of a drain on the US resources than if he was given a way to become a citizen and integrate into the community. He doesn't have a criminal background and is motivated to improve his life and circumstances.","No"
0,"What was his reason for entering the country illegally? And what is his intent of entering the U.S.?","Don‰Ûªt Know"
0,"I don't believe that with not having a prior criminal record that he should be imprisoned. However, I so believe he should be sent back to the country that he came from. ","No"
1,"Because he entered illegally and was clearly trying to run from something. Especially if he had already been to prison twice.","Yes"
0,"While he committed a crime, I don't feel it warranted jail time. He should be deported instead.","No"
1,"I think this man should once again be deported from the U.S.  I'm not sure if he should be sent back to prison however as he has already served time.","Don‰Ûªt Know"
0,"It's a crime, but it doesn't really call for prison time for it. I don't believe that he hurt anyone in any way.","No"
1,"It looks as though this man has not learned anything or tried to change his behavior as he has been convicted of a violent charge previously.  Also, he was deported, so he should not have even been in the country.","Yes"
0,"The man shouldn't be jailed but to be deported and barred from entering the United States for at least 3 years. Entering United States illegally is wrong but it is not a crime that warrant jail time like stealing or hurting another person.","No"
0,"Placing the man in prison means that our country would have to pay to feed, clothe and harbor him.  Our government would send the man back to his country of origin, or if refused, back to the country that he immigrated from.  He should be a burden upon another society, not ours.","No"
1,"Doesn't seem reasonable. Overall not a good idea","No"
0,"No reason to put him in prison. He should have to go back to his country unless he can show that there is a reason why he can not go back","No"
1,"He is a repeat offender who didnt learn a lesson","Yes"
1,"The government should jail him and then deport him once his prison sentence has been served.  Either that or force the home country to lock him up for the crimes committed.  Violent offenders and repeat offenders are ticking time bombs.  Statistically repeat offenders are very likely to repeat again and potentially more severe.  The news has shown multiple instances of previous deported violent offenders coming back into the country and then murdering citizens.  Perhaps a chip tracker to detect if they are back in country again?","Yes"
1,"The U.S. government should deport the man and not waste our tax money on him being in prison. We should take all possessions that he owns (homes, cars and personal belongings) and return him to his country of origin with nothing.","No"
1,"I am torn. One one hand I feel that if he was here illegally, then he should possibly be sent back to his place of origin. There isn't a reason to create a burden on our own system to harbor this person. I don't outright say yes though because this looks like a recurring problem, so just jailing him or sending him back may not solve a problem.","Don‰Ûªt Know"
1,"The man should be deported because he entered the country illegally and was convicted of a violent office in the past. Having already served two prison sentences and being caught committing a new crime indicate that there is a high rate of recidivism with him. Allowing him to remain in the country is too big of a liability but I do not think he should be imprisoned as this is not a violent crime.","No"
0,"People come here to have a better life and we shouldn't criminalize people for that. We should send those people back to their countries without imprisonment if we can't figure out a way to allow them in legally.","No"
0,"To the best of my knowledge he has committed no criminal offense, and at most should be detained until his immigration status is confirmed.  If he entered illegally he could be deported, but not imprisoned.","No"
0,"simple for the fact he has not been in jail before. But the U S is resposible for contacting the immigration office about this man. And if deem , he will be sent back to his country. the man country is hold responsible","No"
1,"I believe this person should be deported.  If he has been convicted of a violent crime why is it our problem when he illegally came into this country.","Yes"
1,"I think this man should be sentenced to prison time based off his previous charges and record. He had previously been arrested and sentenced  for domestic violence and was deported back to his home country. With this taken into consideration, he should very well know he is not permitted to be here therefore should be sentenced to prison time for illegally coming back into this country.","Yes"
1,"the person should be forever kicked out of the country.  a country shouldn't have to pay to house this person in their prisons.","No"
0,"I personally think that rather than detaining a man who seems to be dangerous at cost to the taxpayer, he should be deported. No reason to keep him here, ship him away.","No"
0,"Yes, he should. There are proper procedures that are to be followed in order to legally enter the United States. If you don't follow those procedures, then the very first action an immigrant takes in America is illegal, and should be punished.","Yes"
0,"I do not think that is an offense worthy of prison. I think this person should be deported and forbidden from ever becoming a citizen.","No"
0,"according to my point of view this is not a big offense or crime. we have lot of crime other than that to put into prison. this person may be illegally entering into states because of lot of reasons such as poverty, hungry, poor etc.,","No"
1,"I'm unsure of what should happen. This person should be in prison but not in the US. If he is a known violent criminal he should be subject to the prison laws of his own country and not become a tax and healthcare burden on the citizens of the United States.","Don‰Ûªt Know"
1,"He should be deported again and serve time in a foreign prison if necessary, but not in the USA.  Tax payers should not have to pay more money for this man who does not belong here.","No"
0,"If he has no criminal record and is not fleeing his own country for committing a crime, then he should be given a way to become a citizen after living and working here for a certain number of years. There should be ways for people to work toward citizenship.","No"
1,"I don't know if prison is the best long term solution. It's the easiest thing to do now, but in order to actually solve the problem the root of the crime needs to be fixed","Don‰Ûªt Know"
0,"The US government should track this individual and ensure that these types of crimes do not keep occurring by the same individuals. Due to no prior offenses, I feel this person should be barred from entering but not charged with a crime unless it occurs a second time.","No"
0,"Rather than prison in the US, he should be sent back.  There are other possible variables that would change my opinion such as length of time in the US, the individual's skillset, whether he's employed, etc.  But as written, it set caught on entry, so send him back.","No"
0,"He shouldn't be sent to prison because he only committed one crime in the country. And since he's not a citizen, he should be deported back to his country. ","No"
0,"Our government has to set an example somewhere showing that it is not okay to enter our country illegally.  There are other ways into our country which are legal.  For the most part people who enter the country illegally should be sent back to their country.","Yes"
1,"The individual has a criminal history. One of his previous arrests and sentences was due to a violent crime. He should be placed in jail and deported back to his country of origin.","Yes"
1,"Well its not his first time breaking the law and that should be taken into account. He has proven he still has litle respect for rules and needs to be held acceptable.","Yes"
1,"He should be sent to prison. Alternately, he should be deported.","Yes"
1,"His behavior is unpredictable. He should be sent back to his country.","Don‰Ûªt Know"
1,"He broke the law so he should be deported once again. He should be blocked from ever obtaining citizenship form America. He also has done something violent before and been deported so he knows that this was wrong.","Yes"
1,"Given how the illegal alien has continuously violated U.S. law, the U.S. government should imprison this individual for life, to send a message that violations of immigration law will not be tolerated. The U.S. government should also consider commuting the illegal alien's sentence to another prison in a different foreign country, as a means of ensuring that the home country doesn't simply let one of its own off the hook once the dust settles down.","Yes"
0,"While not sent to prison, he should at least be held in a local jail. Depending on his reasons for entering the US illegally, he may be sent to prison later.","No"
1,"I do believe this person needs to be in prison, but I'm not sure if it should be in the United States. I'd probably feel better if he was deported to his home country and imprisoned there. That way we aren't paying for him to stay in the US.","Don‰Ûªt Know"
0,"Put him in prison and get him in line for deportation.  Then at the first opportunity deport him back to where he came from.","Yes"
0,"I think this man should be deported to the country of his citizenship.  I also think he should remain in custody until he is deported.","No"
1,"He's an illegal and alien and a criminal. It's a no brain decision to lock him up!","Yes"
0," Because simply entering this country should not be punishable by detention. You might be able to argue for deportation (But depending on location, he may be in a Sanctuary city and therefore unlikely) but imprisonment is unquestionably out of line and has in the past lead to too many abuse cases for it to be considered a responsible punishment. ","No"
1,"I think the government should send him back to his home country and there he should be put in prison. That way he would not take up any space or tax dollars in the American prison system.","Yes"
1,"It appears that since he has a track record of misconduct already in this country, he should not be allowed on the streets as he is causing more problems than benefits. He is becoming another problem.","Yes"
0,"This person, who entered unlawfully should not necessarily be detained in a US prison unless another crime was committed. He or she should be deported back to his or her country of origin and allow the authorities there to accordingly punish them. ","Don‰Ûªt Know"
0,"Usually illegal immigrants are refugees and we should make an effort to help and not condemn him. We are in fact a land of immagrints. We need to set the better example of humanity.","No"
1,"I think that he should be deported from the U.S again to hopefully spend time in prison in his home country. I might have felt differently had he not been serving for a violent crime, but unfortunately he did, so I would still deem him dangerous and suggest not allowing him to stay in the U.S.","Yes"
1,"It is violation, but I wanna know why he comes here legally, and what could we do to help him in his situation. What efforts in his homeland or if he can stay here.","No"
0,"He should not be imprisoned because all he did was illegally come into the country. In this case, that punishment does not fit the crime. People shouldn't be imprisoned for every crime they commit, there are other ways to punish someone. He should be sent back to his country.","No"
0,"I do not think this person should be sent to prison.  If this person is a first time offender and their only crime was entering the US illegally, sending them back would be punishment enough. This person has probably already paid a large amount of money and suffered greatly getting here, just send them back with a warning.","No"
0,"why should he be imprisoned when no one got hurt?","No"
1,"He should just be deported.   I think it's extra punishment to sent him to prison too.","No"
0,"The european colonists who came to this country and killed off the native americans entered """"illegally"""". Undocumented immigrants should not be sent to jail but rather provided with options on achieving citizenship or temporary visas. If that is not possible the worst case scenario should be deportation.","No"
1,"He had entered the United States illegally.  He had committed two crimes. One of the crimes a violent crime that he had been deported back to his home.","Yes"
0,"The man should not be imprisoned in the United States, but should be immediately and permanently deported to his home country. Illegal aliens shouldn't be harbored in the United States, even in prison, which is an unnecessary burden on the American taxpayer.","No"
1,"He is here ilegally. He had already been deported once. He had his chance.","Yes"
1,"Really the only punishment for illegally entering the country should be deportation. Why should the country pay to imprison someone who wasn't supposed to be here in the first place.","No"
0,"I don't think he should be in prison. He should be detained and considered for deportation","Don‰Ûªt Know"
0,"The police should just send him to deportation. It doesn't warrant an arrest. So it would be better if he get deported back to his country.","No"
0,"People entering the country illegally should not be imprisoned, but they should be detained and then sent back to their country of origin.  They should be coming here through legal channels.  We cannot just accept everyone who illegally makes it across our border. ","No"
0,"He has committed a crime by crossing the border without permission and should be punished. If they chose not to punish him that would be a signal to other people that they can do the same. Breaking a law is breaking a law no matter where the person is from. If i were to visit Italy and commit a crime, I would expect to be punished there even though I am not a citizen.","Yes"
1,"If prison is the only option then yes, he should go there. he should be sent back to his country.","Yes"
0,"I think the U.S. government should deport this person. This has always been the action we've taken, and it is much cheaper than sending such a person to prison on tax payer dollars.","No"
0,"if he is asking for asylum - he should be not jailed. if he illegal entered the US for nefarious reasons - then he should be jailed","No"
1,"This person should serve prison time because they have history of being deported and serving previous prison sentences. This person it also a violent criminal and they should not be given any sort of leeway.","Yes"
0,"I don't think this person should go to jail because they have never committed an offense before. However I do think that this person should be extradited back to their country of citizenship but be allowed to follow the proper procedures to enter the US","No"
1,"The man should not be sent to prison in this case.  He should be deported back to his home country.","No"
0,"A non-violent offender that has no previous cases of any other offense should not go to jail. Perhaps give a metaphorical slap on the wrist.","No"
1,"He has a history of violence, and we have enough of that in America. History with a violent criminal past and time served. ","Yes"
1,"He was a previous offender for a violent crime which merits some prison time. I think it's possible that he should be deported because he has been in prison twice now and should not be allowed to return to the country","Yes"
0,"Yes, he should be sent to prison for a few weeks and then sent back to his own country.  If I did this in any country that I'm not a citizen of the same thing would happen to me there.","Yes"
1,"He should be deported and penalized  in his home country. Preventions should be taken so that he cannot return back to the US.","Yes"
1,"This offender should be sent back to his home country. The U.S. government should not be responsible for using tax payer money to support this man in prison. If he is caught again, he should be executed.","No"
1,"I really don't know. I'm not really for just putting people in jail because they are here illegally, but I do think if someone commits a violet crime, they should go to jail. But this guy appears to have served his time when he did commit a crime, so to use his past to put him in jail again seems like double jeopardy to me. But at the same time, I don't really want to worry about him committing another crime. But also, I wouldn't put an American in jail because they are speeding and have a past violent crime.  ","Don‰Ûªt Know"
1,"He is a violent criminal who will probably commit more crimes. If he is sent back to his home country, he will try to enter the US again. Better to send him to prison here.","Yes"
0,"The most they should do is send him back to where he came from. He should not be sent to prison unless he committed an actual crime that harmed others. he could have had very legitimate reasons for coming over illegally. They should analyze his situation and decide if they should send him back or let him stay.","No"
0,"get ride of them, send them back to their own country and let them puttheir own people in harms way","No"
1,"He has previous criminal offenses and obviously is a serial offender.  Especially the fact that he was convicted of a violent crime.  He will break the law again and should be locked up for the safety of the people. If they deport him he will just come back again.","Yes"
1,"If anything he should be sent to federal prison , he knows what he did was illegal. He had also previously done time for a violent crime, he knew the consequences.","Yes"
0,"The U.S. government should jail this person as well as send him back to his country.Every law is in place to protect the citizens and be fair. It doesn't matter if the person had good intentions but the law is a rule that should be followed.","Yes"
0,"Cost.  Deport instead.Two sentence fragments good enough?  Don't pay for their incarceration AND deportation, just get them a bus ticket and send them back.","No"
0,"At most they should just return him to his country. He did not harm anyone or violate other laws.","No"
0,"He should not be punished.  He should be sent back to home country.","No"
1,"Because this was a violent crime, he should be treated the same as any other person, citizen or non-citizen, that commits a violent crime. The U.S. government should ban him from re-entering the United States with the penalty of imprisonment if he attempted to.","Yes"
1,"He should be imprisoned for disobeying our laws and be punished by being sentenced to jail. Then following his sentence, be deported.","Yes"
1,"He is clearly a repeat offender and continues to enter the US illegally.  I think that he should be sent to prison.  I hate to spend US resources on a repeat offender of another nation, but he keeps coming back and committing crimes.  At least lock him up in the US where he can't keep committing crimes.","Yes"
1,"He shouldn't be sent to prison here because he should be deported again. He shouldn't be allowed remain in the country and take up space in our overcrowded prisons being a burden on our taxpayers.","No"
1,"they should send him back to his country. no prison time because that would be expensive for this country. he should just be deported.","No"
0,"I believe he should not go to prison because if he did not do anything wrong, then he does not deserve a punishment that harsh. If he illegally entered the United States, then he should be given a fine at most, but also get registered as a US citizen as long as long as he has never committed any major crime, which he hasn't as explained.","No"
0,"He should be sent to prison and then deported. A US citizen doing this in another country would get the same treatment.","Yes"
1,"I do not think this person's previous criminal record should impact the government's decision. What happened occurred in the past and has nothing to do with his entering this country illegally. Plus, people enter this country illegally all the time. It is not something that should be punishable via prison time.","No"
0,"He should instead be deported. With as many illegal immigrants entering the country as we have, it is a pretty large financial burden to incarcerate every individual that is in the country illegally. If they continue to come back and get caught, then prison should be considered. ","No"
1,"He should be sent to prison because he is obviously not learning his lesson.  He has already served time in prison and keeps coming back in this country.","Yes"
0,"What did this person do wrong? We're a nation of immigrants we should let people into our country just as we did before. This world is for all of us. There are no real lines that make countries.","No"
0,"Some people just want to get away from their country. It's all about control.","No"
1,"I believe he should serve some prison time. If he was convicted of a violent crime, he might be a habitual offender. We do not need this person running amok in our society. I would recommend parole if he is a model prisoner and then possibly letting him remain in the U.S.","Yes"
1,"Two previous prison sentences. He had been deported back to his home country. He repeats a crime ones he was convicted he shoud go to prison.","Yes"
0,"either deport him or find a way to make him useful some sort of work program ","No"
1,"Becuase the offender already had alot of chances. Also theyre not from this country","Yes"
0,"Confirm he is not doing any current illegal activities and give him a hearing date that the person should show that they are making attempts to get current citizenship otherwise the next time they are caught they will be deported.","No"
1,"He should serve a fairly long prison sentence in the US first as he has entered illegally for the second time and has a violent criminal history.  When he is released he should be sent back to his home country.","Yes"
1,"I don't think people who are caught trying to illegally enter this country should be sent to prison. They should be deported.","No"
0,"","Yes"
1,"If he had not previously been sent to prison for a violent crime I would be a little more lenient. He is not a good person.","Yes"
0,"I think the man should be deported back to his country of origin. We should not need to imprison this individual since he shouldn't be here in the first place.","No"
0,"Imprisoning this man serves no benefit for anyone, and it costs money to incarcerate him that the anti-immigration crowd typically lists as a reason why we shouldn't be letting illegal immigrants in at all.  For immigrants with otherwise no criminal record, there should be a program for citizenship that comes along with a fine or perhaps community service for the initial illegal act.","Yes"
0,"First time offenders should not be imprisoned for things like that. Only serious crimes should receive that sentence.","No"
0,"He should be send back to the country he came from","No"
1,"I believe only serious criminals should go to jail. This person should have to take someeducational course and also have to pay a fine and be on probation for a little while.","No"
0,"I think if it was his first time he should be sent back home with a stern warning not to come back unless he does it legally.  Nobody wins by putting him in jail, especially if he isn't a criminal.   We would have to provide for him if he stays here in jail.  However, if he comes back again illegally, he should serve time in jail and then sent back again. His jail sentence should become longer each time he is caught here.","No"
1,"I don't think being here """"illegally"""" should ever result in prison as a consequence of that. I think he should be sent back to his home country. ","No"
1,"He shouldn't be sent to prison because we would have to pay for it. He should be deported back to where he came from.","No"
0,"Coming into a country is not a crime.  Putting him in prison doesn't do any good.","No"
1,"Because of his prior history of offenses, it shows that he should be placed in prison. Because he has a tendency to be a violent criminal, it would be better if he were behind bars.","Yes"
1,"The person should either be redeported or thrown in prison. They are a menace too society.","Yes"
0,"In my opinion, if you commit a crime then you need to face the consequences. It doesn't matter how clean your past record is (though I do believe this should be taken into account on the severity of the time/punishment). There are many legal ways to enter America and become a citizen. It is unfair to those immigrants if we just allow anyone into our country illegally without consequences. I don't believe we should necessarily send all of the illegal immigrants to prison, but I believe we should send them back to their country unless they are repeat offenders.","Don‰Ûªt Know"
0,"The U.S. government should work to determine the reason for his immigration to the United States.  If he is not coming here for illegal reasons, the U.S. government should reach out to NGOs and help this person settle in the U.S. so that he can become a productive member of society.","No"
1,"This man should serve the time in prison for the crime of breaching the borders of the sovereign country without proper permits.  After that, he should be deported to the country of his citizenship.  The US should implement better protection of its borders.","Yes"
0,"Our prison resources are stretched thin and we must prioritize who should be imprisoned. Only violent offenders, and not non-violent offenders should be imprisoned.","No"
0,"If he hasnt been in trouble before, he shouldnt be excluded from entering the us. i thik if immigrants have no prior offenses theyre welcome","No"
0,"If the man is not a violent offender, he should not be in prison. There are many people why people enter the United States illegally, and it is not all malicious. The government should interview this man to see why he entered the US, and assist him appropriately.","No"
1,"I think he should be sent back to whatever country he came from. Why should the taxpayers have to support him for whatever length of sentence he would be given?","No"
1,"This man is a known violent offender and not a current citizen of this country.  Given this fact, he intentions in the country are not honorable.  I believe the government should jail him or at least deport him back to his home country.","Yes"
1,"He should be deported and not let back into the county.  He should never have been let into the country to begin with.","No"
1,"I do not believe he should be sent to prison on the sole basis of entering the US illegally. I would be indifferent to deportation, but do not think we we should add to overcrowded prisons unless he had committed a more serious offense. ","No"
1,"Given the prior criminal record, the illegal immigrant should be deported immediately. Convicted illegal immigrants are the highest priority for deportation.","Yes"
0,"The current law deals with undocumented people caught within the United States by sending them back to their home country. This type of action just incurs the individual to find another means to cross the border. If on the other hand a person is caught illegally in the U.S. and sent to prison and the financial bill to house them is sent to their home country to where their country would have to pay for their incarceration then maybe some progress can be made in curbing illegal crossings.","Yes"
1,"While the man may have committed a civil violation by entering the country without permission the first time, being deported probably came with stipulations that re-entry was prohibited due to the nature of the crime and deportation proceedings. The government should detain the man again for the crime of illegal reentry, where a sentence of several months is reasonable, before deporting the man again. This could demonstrate that the US will take illegal entry seriously, especially towards felons who try to reenter the country.","Yes"
